_id,codice_cis,denominazione,ragione_sociale,comparto,tipologia,sottotipologia,classicazione,cod_istat_provincia_sede_operativa,sigla_provincia_sede_operativa,provincia_sede_operativa,codice_nuts_1_sede_operativa,codice_nuts_2_sede_operativa,codice_nuts_3_sede_operativa,codice_istat_comune_sede_operativa,comune_sede_operativa,via_sede_operativa,civico_sede_operativa,mail_sede_operativa,telefono_sede_operativa,localita_sede_operativa,pec_sede_operativa,sito_web,lingue_parlate,brand_comunicazione,breve_descrizione,foto,foto1,foto2,foto3,foto4,foto5,latitudine,longitudine,data_ultima_modifica,tel_fisso,logo,codice_ateco,modalita_prenotazione,cancellazione_pagamento,carte_credito_accreditate,accessibilita_spazi_interni,accessibilita_spazi_esterni,servizi_animali,servizi_generali,tipo_cucina,fascia_prezzo_pasto_medio,riconoscimenti,ricetta_tipica,descrizione_servizi,territorio,prodotto_specializzazione,tema_specializzazione,tipo_rappresentazione,produzione_tipica_zona,prodotti_tipici,tipo_attrezzatura_ricreativa,periodi,id_sede,provincia,comune,localita,servizi_camera,parcheggio,internet,check_in,check_out,prima_colazione,tipo_colazione,resort,centro_congressi,numero_sale,accessibilita_sale_disabili,capienza_sala_principale,lunghezza_sala_principale,superficie_sala_principale,potenza_elettrica_max_sala_principale,caratteristiche_sala_principale,capienza_sala_piccola,superficie_totale_sale,area_foyer,numero_zone_foyer,zone_banchetti,totale_superificie_area_congressi,area_espositiva_interna,area_espositiva_esterna,superficie_area_esposativa_interna,superficie_area_espositiva_esterna,servizi_per_eventi,country_house,masseria_didattica,certificazione_qualita_ambientale,scelta_parcotema_percorso_cammino,scelta_cantina_frantoio_forno_pastificio_caseificio,scelta_maneggio_campogolf_stadio_diving,servizio_biglietteria,scelta_teatri_saleconcerto,scelta_infopoint_proloco,scelta_cinema_studicinema_mediatiche,scelta_biblio_archivi_musei_galleriearte,scelta_parcodivertimento_parcotematico,numero_zone_banchetti,servizi_specifici_persone_disabili,scelta_porto_approdo_puntoormeggio
34,,ACSI comitato Provinciale di Lecce,Associazione di Cultura Sport e Tempo LIbero,"Sport, natura e benessere",Natura | Sport e benessere,Servizi a fini ricreativi legati ad avventura e natura | Servizi per la persona e per il benessere,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075065,Salice Salentino,Municipio,5,acsile@alice.it,0832733739,,acsile@pec.it,,italiano,ACSI COMITATO PROVINCIALE LECCE,"Ente di Promozione Sportiva Riconosciuto dal CONI, Ente Nazionale con Finalità assistenziali riconosciuto dal Ministero dell'Interno, Ente di Promozione Sociale riconosciuto dal Ministero del Lavoro e delle Politiche Sociali.",,,,,,,,,2023-05-10 16:43:57+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,A.C.T.e S.,ASSOCIAZIONE COMMERCIO TURISMO E SERVIZI,"Arte, cultura e creatività | Enogastronomia",Gestione e servizi di valorizzazione culturale e creativa | Valorizzazione e promozione dell'enogastronomia pugliese,"Attività ricreative, di intrattenimento e di divertimento | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,CORSO GARIBALDI,31,actesbarisantospirito@gmail.com,348.8687819,,actesbarisantospirito@pec.it,,,,,,,,,,,,,2023-05-10 16:44:03+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"ac ""the walkers""",the walkers,"Arte, cultura e creatività | Enogastronomia | Servizi utili di fruizione","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa | Guide e accompagnatori turistici | Valorizzazione e promozione dell'enogastronomia pugliese","Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Guide turistiche | Rappresentazioni artistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali | Servizi di vendita e/o produzione con degustazione di prodotti tipici locali | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110002,Barletta,via rizzitelli,88,info@freetourbarletta.com,3775491705,,thewalkers@pec.it,,,,,,,,,,,,,2023-05-10 16:43:58+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,ActionAid Lecce,ODV Gruppo Locale di Lecce per ActionAid,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Attività ricreative, di intrattenimento e di divertimento",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075013,Caprarica di Lecce,Piazza Vittoria,24,actionaidlecce@gmail.com,3283646276,,actionaidlecce@pec.it,,,,,,,,,,,,,2023-05-10 16:43:59+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,ADA TRAVEL SRL,ADA TRAVEL SRL,Intermediazione e organizzazione | Servizi utili di fruizione,Servizi di prenotazione e altre attività di assistenza turistica | Tour operator,Prenotazione e altre attività di assistenza turistica | Servizi di Tour Operator,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072023,Gravina in Puglia,VIA PUNZI,101/D,contact@adatour.it,3396964085,Gravina in Puglia,adatravelsrl@legalmail.it,www.adatour.it,inglese|italiano|francese|tedesco,Ada Tour,"Ada Tour è un incoming Tour Operator & DMC che lavora sull'incoming Italia, con una forte specializzazione su Puglia e Basilicata, dove siamo Destination Manager di fiducia per importanti Operatori. 
Il Prodotto Ada Tour è caratterizzato da proposte molto originali e autentiche destinate al B2B, in particolare alla domanda Tailor Made, sia per Gruppi che per FIT. Per il segmento MICE Ada Tour è specialista nel progettare Retreat aziendali in luoghi ameni e ricchi di fascino, alternando nei soggiorni lavoro, team building e formazione, esperienze.
I nostri viaggi incontrano i desideri delle persone che vogliono conoscere nuovi volti e nuove comunità, con interessanti proposte culturali e naturalistiche e una forte impronta esperienziale.
Ada Tour è brand di Ada Travel Srl, gruppo composto da un team di professionisti del settore Turismo, Cultura, Eventi, Comunicazione e Innovazione: la nostra sede è presso un Hub Creativo dedicato al settore Travel & Innovazione nel cosiddetto ""Vivaio Digitale di MacNil"" a Gravina in Puglia.",,https://dms.ect.regione.puglia.it/image/32523/foto1-32523.jpg,https://dms.ect.regione.puglia.it/image/32523/foto2-32523.jpg,https://dms.ect.regione.puglia.it/image/32523/foto3-32523.jpg,https://dms.ect.regione.puglia.it/image/32523/foto4-32523.jpg,https://dms.ect.regione.puglia.it/image/32523/foto5-32523.jpg,,,2023-05-10 16:44:01+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,ADELINA SPOSATO,,"Arte, cultura e creatività | Enogastronomia | Servizi utili di fruizione | Sport, natura e benessere","Attività creative, artistiche e di intrattenimento | Guide e accompagnatori turistici | Natura | Valorizzazione e promozione dell'enogastronomia pugliese",Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie | Guide turistiche | Rappresentazioni artistiche | Servizi a fini ricreativi legati ad avventura e natura | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Udine,34,adelina.sposato@libero.it,3295633215,,,,,,,,,,,,,,,2023-05-10 16:44:04+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,Aditus Culture,Aditus rl,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,0,Non Disponibile,Non Disponibile,,,,00N.D.,Non Disponibile,Via Sebastiano Caboto,35,riccardoercoli@aditusculture.com,3922799859,Torino,aditus.srl@legalmail.it,,,,,,,,,,,,,2023-08-02 10:28:27+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,ADMarketing,ADMarketing srls,Enogastronomia,Valorizzazione e promozione dell'enogastronomia pugliese,Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073020,Palagianello,Via Roma,29,domenicoantonacci@gmail.com,3928576389,,admarketingsrls@pec.it,,,,,,,,,,,,,2023-05-10 16:44:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,Ad Pugliam,Ad Pugliam S.r.l.,Intermediazione e organizzazione | Servizi utili di fruizione,Servizi di gestione di una destinazione (DMC) | Servizi di prenotazione e altre attività di assistenza turistica | Trasporto e noleggio mezzi,Noleggio di autovetture ed autoveicoli leggeri | Prenotazione e altre attività di assistenza turistica | Servizi di gestione di una destinazione (DMC),n.d.,072,BA,Bari,ITF,ITF4,ITF47,072022,Giovinazzo,VIA BARI KM 788+250,SN,info@adpugliam.com,+393471824249,GIOVINAZZO,adpugliam@pec.it,www.adpugliam.com,inglese|italiano,Ad Pugliam,"Ad Pugliam offers incomparable immersive journeys into the cultures of Southern Italy and beyond. We specialize in experiential travels, intimate culinary and cooking tours and unique local experiences. Our expertise expands to the full management of weddings and events. We custom design trips that meet your guests¿ unique desires to guarantee an unforgettable vacation!",,https://dms.ect.regione.puglia.it/image/81305/foto1-81305.jpg,https://dms.ect.regione.puglia.it/image/81305/foto2-81305.jpg,https://dms.ect.regione.puglia.it/image/81305/foto3-81305.png,https://dms.ect.regione.puglia.it/image/81305/foto4-81305.jpg,https://dms.ect.regione.puglia.it/image/81305/foto5-81305.jpg,,,2023-06-30 09:58:58+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,Ad Pugliam,Ad Pugliam S.r.l.,Enogastronomia | Servizi utili di fruizione,Noleggio di attrezzature sportive e ricreative | Servizi di prenotazione e altre attività di assistenza turistica | Valorizzazione e promozione dell'enogastronomia pugliese,"Biglietteria eventi culturali, sportivi e ricreativi | Noleggio di biciclette | Prenotazione e altre attività di assistenza turistica | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072035,Polignano a Mare,Via Gandhi,5,info@adpugliam.com,3471824249,,adpugliam@pec.it,,inglese|italiano,Ad Pugliam Experience,"Ad Pugliam offers incomparable immersive journeys into the cultures of Southern Italy and beyond. We specialize in experiential travels, intimate culinary and cooking tours and unique local experiences. Our expertise expands to the full management of weddings and events. We custom design trips that meet your guests¿ unique desires to guarantee an unforgettable vacation!",,https://dms.ect.regione.puglia.it/image/32457/foto1-32457.jpeg,,,,,,,2023-05-10 17:56:18+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,Ad Pugliam,Associazione Ad Pugliam,Enogastronomia | Mice e Wedding | Servizi utili di fruizione,Guide e accompagnatori turistici | Valorizzazione e promozione dell'enogastronomia pugliese | Wedding,Accompagnatori turistici | Guide turistiche | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia | Wedding e event planner,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Via Fiume,20,info@adpugliam.com,0805305499,,,,,Ad Pugliam,,,,,,,,41.148422,16.763851,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,adv events & more srl,emotions in puglia,Mice e Wedding,Wedding,Wedding e event planner,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,largo nitti valentini,3,viola@emotionsinpuglia.com,3337187835,bari,emotionsinpuglia@pec.it,https://www.emotionsinpuglia.com,francese|inglese|italiano|tedesco,Emotions in Puglia,"Emotions in Puglia è l'agenzia Wedding Planner di Bari che organizza eventi e matrimoni indimenticabili in una delle terre italiane più belle e fertili di storia, arte e cultura, in cui colori, sapori e tradizioni si fondono all¿unisono per regalare emozioni uniche e suggestive.
Con eleganza, creatività ed esperienza, guidiamo i futuri sposi alla migliore organizzazione della cerimonia nuziale e di tutto ciò che le gravita attorno. Pronti ad ascoltare le esigenze reali e a trovare le soluzioni ottimali per concretizzare ogni desiderio, il nostro team suggerisce venue esclusive e propone idee innovative per organizzare un matrimonio perfetto in Puglia che non lascia nulla al caso, nemmeno il più semplice dei dettagli.
Rivolgendoci sia alle coppie italiane che alle coppie estere, diversifichiamo il nostro operato sposando a pieno il concetto di ""Matrimonio in Vacanza""  sin dal 2008.
Per noi organizzare un matrimonio perfetto significa curare in ogni dettaglio affinché rispecchi completamente le richieste degli sposi, proporre location non convenzionali e soluzioni enogastronomiche che si trasformano in esperienze visive e di gusto uniche, ma soprattutto significa coniugare il giorno del ""si"" con un soggiorno indimenticabile nella terra pugliese. 
Grazie all'esperienza ventennale di Wedding Planner qualificate anche in Event Design, noi di Emotions in Puglia vi offriamo le più originali idee per un matrimonio da sogno e le più esclusive proposte per rendere un evento, qualsiasi esso sia, unico, ricercato e indimenticabile.
Dalla location più adatta alle esigenze individuali e di coppia alla consulenza e pianificazione di eventi che si fanno notare per gusto e ricercatezza, con i nostri servizi per matrimoni ed eventi potrete ottenere soluzioni personalizzate e rispondenti alle diverse esigenze stilistiche e di budget per trasformare un giorno importante in un giorno perfetto. 
Unici nella regione a proporre il vineyard wedding in collaborazione con un'azienda vinicola della Valle d'Itria, siamo anche la prima  Agenzia di Eventi in Europa certificata HIA, HALAL, Emotions in Puglia non è una semplice agenzia di Wedding Planner ma una guida affidabile per gli sposi di tutto il mondo e di tutte le religioni, che cercano una location indimenticabile senza dover rinunciare ai propri culti e tradizioni.",,https://dms.ect.regione.puglia.it/image/56352/foto1-56352.jpg,https://dms.ect.regione.puglia.it/image/56352/foto2-56352.png,https://dms.ect.regione.puglia.it/image/56352/foto3-56352.png,,https://dms.ect.regione.puglia.it/image/56352/foto5-56352.jpg,,,2023-01-23 18:55:03+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,ADV EVENTS & MORE SRL,ADV EVENTS & MORE SRL,Mice e Wedding,Wedding,Wedding e event planner,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,lungomare ugo lorusso,99,Info@emotionsinpuglia.com,3337187835,,,,,emotions in puglia,,,,,,,,41.15588,16.783073,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,af17 di Arnaldo Fermo,individuale,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Attività ricreative, di intrattenimento e di divertimento | Gestione di strutture artistiche",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072030,Monopoli,Via Rattazzi,98,fermo.arnaldo@gmail.com,3701303301,,af17@pec.it,,,,,,,,,,,,,2023-05-10 16:43:56+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,AFO6 SRLS,AFO6 SRLS,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Rappresentazioni artistiche",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,Piazza Alda Merini,18,afo6srls@gmail.com,3938037155,,afo6srls@pec.it,,,,,,,,,,,,,2023-05-10 16:43:57+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,AFO6 SRLS,AFO6 SRLS,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie | Rappresentazioni artistiche",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,PIAZZA ALDA MERINI,18,afo6srls@gmail.com,3938037155,,afo6srls@pec.it,,,,,,,,,,,,,2023-05-10 16:43:57+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,afrodita,srl,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Rappresentazioni artistiche",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,stradella san pasquale,23,info@afrodita.it,3396684932,,info@pec.afrodita.it,,,,,,,,,,,,,2023-05-10 16:43:56+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,Agapito Mummolo Nardulli,Agapito Mummolo Nardulli,Enogastronomia,Valorizzazione e promozione dell'enogastronomia pugliese,Servizi di vendita e/o produzione con degustazione di prodotti tipici locali,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072023,Gravina in Puglia,bari,2d,amummolo@gmail.com,3315813131,,amummolo@pec.buffetti.it,,,,,,,,,,,,,2023-05-10 16:44:05+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,Agenzia Fovea Tours,Fovea Tours di Tarquinio Rosanna,Intermediazione e organizzazione,Agenzie di viaggi on line e tradizionali,Servizi Agenzie di viaggi on line e tradizionali,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071024,Foggia,Viale Ofanto,265/267,foveatours@giulianibus.com,0881661797,,foveatours.fg@legalmail.it,,,,,,,,,,,,,2023-05-10 16:43:56+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,Agenzia Gesualdo Viaggi,Agenzia Gesualdo Viaggi,Intermediazione e organizzazione | Servizi utili di fruizione,Agenzie di viaggi on line e tradizionali | Noleggio di attrezzature sportive e ricreative | Trasporto e noleggio mezzi,Noleggio di altre attrezzature sportive e ricreative | Noleggio di autovetture ed autoveicoli leggeri | Noleggio di biciclette | Noleggio di imbarcazioni da diporto | Servizi Agenzie di viaggi on line e tradizionali | Taxi e noleggio di autovetture con conducente,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072011,Bitonto,via alfieri,,viaggigesualdo@tin.it,3357362599,,,,,,,,,,,,,41.106773,16.691387,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,Agenzia Guida Immobiliare e Turistica,Agenzia Guida di Vladimiro Guida,Servizi utili di fruizione,Servizi di prenotazione e altre attività di assistenza turistica,Prenotazione e altre attività di assistenza turistica | Servizi di e-commerce legati alla promozione turistica e culturale della Puglia,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075042,Matino,via Santa Rosalia,1,commerciale@agenziaguida.it,0833503722,,agenziaguida@pec.it,https://www.salentoit.it/,inglese|italiano,Agenzia Guida Immobiliare e Turistica,"Agenzia Guida opera sul mercato immobiliare e turistico pugliese dal 2008. Ma il fondatore operava nei settori ancora molto prima. L'agenzia gestisce oltre 1200 immobili destinati ad uso residenziale, commerciale e turistico. Gli immobili intermediati sono suddivisi in immobili destinati alla vendita o alla locazione, negli ambiti commerciale, residenziale e turistico, mentre i restanti sono gestiti e destinati all'attività di casa vacanza. L'agenzia opera in circa 120 comuni o destinazione, se ci si riferisce al settore turistico. La localizzazione del portfolio è nella provincia di Lecce, nell'area denominata Salento, nel sud della Puglia. L'agenzia opera con tre siti web: agenziaguida.it rappresenta il sito istituzione e di collegamento tra gli altri due siti, che sono immobiliareguida.it dedicato alle intermediazioni e salentoit.it dedicato alle gestioni delle case vacanza. I proprietari degli immobili a uso turistico si affidano a noi affinché possono essere erogati i servizi propri di una casa vacanza, superando l'occasionalità e l'illegalità, mentre i villeggianti prenotano tramite il sito salentoit.it la propria casa vacanza potendo contare sulla gamma dei servizi offerti, sulla sicurezza dell'operazione di pagamento, sulla polizza vacanza protetta e sull'esperienza, nonché sulla legalità. Affidare la casa vacanza o prenotare una casa vacanza da Agenzia Guida tramite il sito apposito www.salentoit.it significa sicurezza, garanzia, qualità, esperienza e professionalità. Vendere ed acquistare tramite immobiliareguida.it, significa affidarsi a dei veri professionisti e all'esperienza, potendo affidarsi in tutta sicurezza.",,https://dms.ect.regione.puglia.it/image/32694/foto1-32694.png,https://dms.ect.regione.puglia.it/image/32694/foto2-32694.png,https://dms.ect.regione.puglia.it/image/32694/foto3-32694.png,https://dms.ect.regione.puglia.it/image/32694/foto4-32694.png,https://dms.ect.regione.puglia.it/image/32694/foto5-32694.png,,,2023-05-15 21:16:36+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,agenzia jonio viaggi,SOLEADA SNC di Solito Addolorata e Romanelli Mariasole,Intermediazione e organizzazione | Servizi utili di fruizione,Agenzie di viaggi on line e tradizionali | Servizi di prenotazione e altre attività di assistenza turistica,"Biglietteria eventi culturali, sportivi e ricreativi | Prenotazione e altre attività di assistenza turistica | Servizi Agenzie di viaggi on line e tradizionali | Servizi di e-commerce legati alla promozione turistica e culturale della Puglia",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,corso italia,65/b,jonioviaggi65@gmail.com,3392069669,,jonioviaggisnc@pec.it,,,,,,,,,,,,,2023-05-10 16:44:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,Agenzia per il patrimonio culturale euromediterraneo,Associazione no profit,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Ex Conservatorio Sant'Anna  - Via Libertini,1,info@agenziaeuromed.it,0832.682554,,agenziaeuromed@pec.it,,,,,,,,,,,,,2023-05-10 16:43:59+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,AGENZIA PER L'OCCUPAZIONE E LO SVILUPPO DELL'AREA NORD BARESE OFANTINA,AGENZIA PER L'OCCUPAZIONE E LO SVILUPPO DELL'AREA NORD BARESE OFANTINA,Enogastronomia | Intermediazione e organizzazione,Servizi di gestione di una destinazione (DMC) | Valorizzazione e promozione dell'enogastronomia pugliese,Servizi di gestione di una destinazione (DMC) | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110002,Barletta,Guglielmo Marconi,39,info@pattonordbareseofantino.it,0883334629,,pattonbo@legalmail.it,,,,,,,,,,,,,2023-05-10 16:43:56+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,Agenzia SCoPro,Società cooperativa,Mice e Wedding | Servizi utili di fruizione,Guide e accompagnatori turistici | Wedding,Accompagnatori turistici | Guide turistiche | Wedding e event planner,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071033,Monte Sant'Angelo,Via Cavallotti,,info@agenziascopro.it,3405533031,,,,,,,,,,,,,,,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
