_id,codice_cis,denominazione,ragione_sociale,comparto,tipologia,sottotipologia,classicazione,cod_istat_provincia_sede_operativa,sigla_provincia_sede_operativa,provincia_sede_operativa,codice_nuts_1_sede_operativa,codice_nuts_2_sede_operativa,codice_nuts_3_sede_operativa,codice_istat_comune_sede_operativa,comune_sede_operativa,via_sede_operativa,civico_sede_operativa,mail_sede_operativa,telefono_sede_operativa,localita_sede_operativa,pec_sede_operativa,sito_web,lingue_parlate,brand_comunicazione,breve_descrizione,foto,foto1,foto2,foto3,foto4,foto5,latitudine,longitudine,data_ultima_modifica,tel_fisso,logo,codice_ateco,modalita_prenotazione,cancellazione_pagamento,carte_credito_accreditate,accessibilita_spazi_interni,accessibilita_spazi_esterni,servizi_animali,servizi_generali,tipo_cucina,fascia_prezzo_pasto_medio,riconoscimenti,ricetta_tipica,descrizione_servizi,territorio,prodotto_specializzazione,tema_specializzazione,tipo_rappresentazione,produzione_tipica_zona,prodotti_tipici,tipo_attrezzatura_ricreativa,periodi,id_sede,provincia,comune,localita,servizi_camera,parcheggio,internet,check_in,check_out,prima_colazione,tipo_colazione,resort,centro_congressi,numero_sale,accessibilita_sale_disabili,capienza_sala_principale,lunghezza_sala_principale,superficie_sala_principale,potenza_elettrica_max_sala_principale,caratteristiche_sala_principale,capienza_sala_piccola,superficie_totale_sale,area_foyer,numero_zone_foyer,zone_banchetti,totale_superificie_area_congressi,area_espositiva_interna,area_espositiva_esterna,superficie_area_esposativa_interna,superficie_area_espositiva_esterna,servizi_per_eventi,country_house,masseria_didattica,certificazione_qualita_ambientale,scelta_parcotema_percorso_cammino,scelta_cantina_frantoio_forno_pastificio_caseificio,scelta_maneggio_campogolf_stadio_diving,servizio_biglietteria,scelta_teatri_saleconcerto,scelta_infopoint_proloco,scelta_cinema_studicinema_mediatiche,scelta_biblio_archivi_musei_galleriearte,scelta_parcodivertimento_parcotematico,numero_zone_banchetti,servizi_specifici_persone_disabili,scelta_porto_approdo_puntoormeggio
30,,Bagno Marino Archi,Bagno Marino Archi di Bene Brino,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075072,Santa Cesarea Terme,Via Fontanelle,s.n.c.,bagnomarinoarchi@gmail.com,3495184747,,benebruno@pec.it,www.bagnomarinoarchi.it,Italiano | Inglese,bagnomarinoarchi,stabilimento balneare - bar - ristorante - pizzeria,,,,,,,40.033978,18.454428,2022-09-28 00:00:00+02,3495184747,,,"TELEFONO , MAIL","TELEFONO, MAIL",VISA,Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo,Pavimentazione,Ciotola acqua,Bar | Ristorante | Cassaforte / cassette di sicurezza,Tipica | Per celiaci,,,,,Salento,,,,,,,,16,,,Santa Cesarea Terme,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
31,,Bahia del Sol,Bahia del Sol s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,Litoranea Salentina,,bahiadelsol@yahoo.it,3345368158,,,www.labahiadelsol.it,,Bahia del Sol,"Lo stabilimento balneare Bahia Del Sol, è incastonato in uno scenario suggestivo,  su una bellissima spiaggia a Taranto, sulla Litoranea salentina.  Cielo e mare fanno da cornice perfetta ad un ambiente sobrio ed elegante ma allo stesso tempo accogliente e colorato.  Un colore intenso e puro, tipico di questo tratto di costa dal litorale lungo e sabbioso caratterizzato da una da soffice sabbia chiara ed un'acqua cristallina che presenta sfumature azzurrine quasi caraibiche.  Il fondale molto basso nei primi metri è scelta privilegiata dei bambini che possono giocare in sicurezza garantendo ai genitori il relax di una perfetta giornata di vacanza",,,,,,,40.333023,17.42556,2022-10-17 00:00:00+02,3345368158,,,,,,Porte di accesso facilmente manovrabili,Percorsi | Pavimentazione | Parcheggi | Segnaletica,,,,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,Marina di Lizzano (Ta),,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
32,,Baia dei Gabbiani,I Luoghi dell'Anima s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071031,Mattinata,Località Vignanotica - Mattinata,,icconsulting@alice.it,,,,,,BAIA DEI GABBIANI,STABILIMENTO BALNEARE,,,,,,,41.71062,16.049088,2019-07-01 00:00:00+02,,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Porte e finestre facilmente utilizzabili | Arredi fissi | Terminali degli impianti facilmente utilizzabili e individuabili | Servizi igienici | Cucine | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi | Pavimentazione | Parcheggi | Segnaletica,,,,,,,,Gargano e Daunia,,,,,,,,16,,,BAIA DI VIGNANOTICA,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
33,,Baia di Porto Piatto,Pugnochiuso Gruppo Marcegaglia s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,Localit¿ Pugnochiuso,s.n.,roberto.bellan@marcegaglia.com,0884713111,,pugnochiusosrl@pec.marcegaglia.com,www.pugnochiuso.com,Inglese | Italiano | Tedesco | Francese,Baia di Portopiatto,Spiaggia situata all'interno del Centro Turistico di Pugnochiuso.,https://www.dms.puglia.it/digitalmanagementsystem/image/19999/foto1-19999.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19999/foto2-19999.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19999/foto3-19999.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19999/foto4-19999.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19999/foto5-19999.jpg,,41.78372,16.18867,2023-09-11 00:00:00+02,0884713111,,,,,,,,,Bar | Camere / struttura per ospiti disabili | Quotidiano | Ristorante | Baby sitting | Deposito bagagli | Punto ristoro | Reception 24h,Per celiaci | Internazionale | Vegetariana | Per altre esigenze specifiche | Tipica,,,,,Gargano e Daunia,,,,,,,,16,Foggia,VIESTE,Pugnochiuso,,Privato coperto gratuito | Privato scoperto gratuito,Postazione internet gratuita,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
34,,Baia di Pugnochiuso,Pugnochiuso Gruppo Marcegaglia s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,Località Pugnochiuso,,roberto.bellan@marcegaglia.com,0884713111,,,www.pugnochiuso.com,Francese | Inglese | Italiano | Tedesco,Baia di Pugnochiuso,Spiaggia situata all'interno del Centro Turistico di Pugnochiuso,https://www.dms.puglia.it/digitalmanagementsystem/image/19998/foto1-19998.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19998/foto2-19998.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19998/foto3-19998.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19998/foto4-19998.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19998/foto5-19998.jpg,,41.82592,16.199148,2023-09-11 00:00:00+02,0884713111,,,diretto,,tutte,,,,Bar | Camere / struttura per ospiti disabili | Quotidiano | Ristorante | Baby sitting | Cassaforte / cassette di sicurezza | Punto ristoro | Reception 24h,Per celiaci | Vegetariana | Internazionale | Per altre esigenze specifiche | Tipica,,,,,Gargano e Daunia,,,,,,,,16,,,Pugnochiuso,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
35,,BAIA D'ORIENTE,CONTE SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075043,Melendugno,Torre dell'Orso Via Risorgimento,,baiadoriente@libero.it,3284693615,,,,,Baia d'Oriente,"Su una spiaggia di sabbia finissima, con il calore del sole sulla pelle, vivrete dei momenti memorabili in una baia a dir poco stupenda. Il nostro stabilimento vi garantirà momenti di relax in una cornice incantata, coccolati da ottimi servizi. Bar, Aperitivi in Spiaggia, sedia per accesso al mare per diversamente abili. Webcam attiva tutto l'anno attiva su www.365giorninelsalento.it",,,,,,,40.271534,18.4296,2022-09-23 00:00:00+02,3284693615,,,,,,Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi,Ciotola acqua,,,,,,,Salento,,,,,,,,16,,,Torre dell'Orso,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
36,,Baia Ponente,Baia Ponente srl,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071027,Lesina,Prima Traversa a Mare,s.n.c.,baiaponente@libero.it,3485904586,,,,Italiano,LIDO PONENTE,Stabilimento balneare,,,,,,,41.917095,15.334189,2022-10-19 00:00:00+02,3485904586,,,,,,,,,Bar,Altro | Tipica,,,,,Gargano e Daunia,,,,,,,,16,,,Lesina Marina,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
37,,Baia San Giorgio,Villaggio Turistico Sportivo San Giorgio s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Via Michelangelo Interesse,80,info@baiasangiorgio.it,0805494027,,,www.baiasangiorgio.it,,,"Baia Sangiorgio, oltre ad essere una struttura ricettiva apre ogni stagione estiva le sue porte a chi vuole approfittare di questa splendida struttura immersa nel verde e a ridosso del mare per trascorrere una giornata in spiaggia approfittando della piscina di acqua salta depurata, della nursery e dei giochi pe ri bimbi, della scuola surf, dell'area ristorazione, tutto a due passi dal centro cittadino",,,,,,,41.096462,16.959206,2023-05-13 00:00:00+02,0805494027,https://dms.ect.regione.puglia.it/image/19985/logo-19985.png?type=logo,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Porte e finestre facilmente utilizzabili | Arredi fissi | Servizi igienici | Cucine | Balconi e terrazze | Percorsi orizzontali con andamento quanto piu' possibile continuo | Pendenza rampa,Percorsi | Pavimentazione | Parcheggi | Segnaletica,,,,,,,,Bari e la costa,,,,,,,,16,,,Bari,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
38,,Baia Serena Beach,Ditta individuale,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071043,Rodi Garganico,Piazzale Irium  Lido del Sole,,info@spiaggiaazzurra.it,0884917087,,,,,,"Stabilimento balneare, con servizio bar-ristorante, zona cani, area noleggio, con annesso centro velico e scuola (windsurf, sup)",,,,,,,,,2023-09-14 00:00:00+02,0884917087,,,,,,Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi,Ciotola acqua | Ciotola croccantini | Spazio apposito per animali,,,,,,,Gargano e Daunia,,,,,,,,16,,,Foggia,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
39,,bar lido le cesine,ti elle srl,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075093,Vernole,S.P.366 SAN C ATALDO OTRANTO,SNC,lecesine2021@gmail.com,3298122031,lecce,ti_ellesrl@pec.it,,italiano|inglese|francese,,bar lido Le Cesine stabilimento balneare località strada bianca - Vernole caffetteria -  insalate- sfizi- panini- frise- bruschette - frutta - gelati  analcolici - aperitivi  drink ,,,,,,,,,2021-07-20 19:31:21+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,Baron Beach,Salento Beach Resort s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075043,Melendugno,Litoranea per Otranto - Localita' Torre dell'Orso,,mazzottapierluigi@libero.it,,,,,,Baron beach,Stabilimento balneare con attività di somministrazione cibi e alcool,,,,,,,40.273342,18.428505,2022-09-30 00:00:00+02,,,,,,,Porte e finestre facilmente utilizzabili | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo | Pendenza rampa,,,,,,,,,Salento,,,,,,,,16,,,torre dell orso,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
41,,Beach Club Ippocampo,Pianeta Mare s.a.s.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071029,Manfredonia,Via del LIdo - Localita' Ippocampo,,info@beachclubippocampo.it,,,,,,,"Stabilimento balneare, bar, spiaggia, bed",,,,,,,41.506397,15.9160795,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
42,,BEACH CLUB IPPOCAMPO,SAONA SRLS,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071029,Manfredonia,LOCALITA' IPPOCAMPO,,info@beachclubippocampo.it,0884571292,,,,,lido Beach Club Ippocampo,"spiaggia, bar, ristornate, affittacamere",,,,,,,41.502964,15.916018,2023-09-14 00:00:00+02,0884571292,,,,,,,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
43,,Belvedere lido s.a.s ,Belvedere lido s.a.s. di Martina Paolo e Donadio Gianni Battista e C.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075097,Porto Cesareo,Via Monte Resegone ,1,info@belvederelido.it,3475268254,,belvederelido.sas@pec.it,,Tedesco | Italiano | Inglese,Lido Belvedere,"Stabilimento balneare a Porto Cesareo, in zona Belvedere. Accessibile per i diversamente abili e dotato di Bar, punto ristoro, tabacchi. Ombrelloni, sdraio e lettini a disposizione quotidianamente per gli ospiti anche su prenotazione. Servizi igienici e docce.",,,,,,,,,2023-05-10 00:00:00+02,3475268254,,,telefonica / online,,master card - bancomat,,,,,Altro,,,,,Salento,,,,,,,,16,Lecce,PORTO CESAREO,BELVEDERE,,Privato coperto a pagamento,Connessione WiFi gratuita,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,,
44,,Benny Beach,Ristorante Benny di Martina Assunta,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074018,Torchiarolo,Via dell'Ostrica,,c.ferulli@ius-sitris.it,,,,,,BENNY BEACH,STABILIMENTO BALNEARE,,,,,,,,,2022-11-03 00:00:00+01,,,,,,,,Parcheggi,,,,,,,,Salento,,,,,,,,16,,,Lendinuso Torchiarolo,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,carrozzine,
45,,Bikini Beach,Alemanno Luigi,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,Lido Spiaggia Zona Sud,snc,alemannoluigi1@gmail.com,3477291351,,,,,BIKINI BEAC,ombrelloni/sdraio/ lettini/lounge bar/ servizio ristoro. SEDIE JOB,,,,,,,40.05585,17.992613,2022-09-28 00:00:00+02,3477291351,,,,,,,Pavimentazione | Parcheggi | Segnaletica,,,,,,,,Salento,,,,,,,,16,,,BAIA VERDE,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
46,,Blue Bay Beach,Baia Azzurra s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,Lit. Gallipoli / S.M. di Leuca Loc. Baia Verde,SN,bluebay_beach@libero.it,3454661443,,,www.bluebaygallipoli.it,Inglese | Italiano | Francese,BLUEBAY BEACH,"Stabilimento balneare con spiaggia attrezzata, bar, cucina tipica  con terrazza su un mare cristallino per vivere in relax le vostre vacanze.",,,,,,,40.05585,17.992613,2019-07-01 00:00:00+02,3454661443,,,TELEFONICHE-ONLINE,,TUTTE,,,,Bar | Punto ristoro,Tipica,,,,,Salento,,,,,,,,16,,,BAIA VERDE,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
47,,Bonavista,Bonavista di Zonno Valerio,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075097,Porto Cesareo,Localita' Palude Fede,,maria-acquaviva@tiscali.it,3281820721,,,www.bonavista.it,,BONAVSITA,"il lido  Bonavista è ubicato sulla parte nord di Torre Lapillo a Porto Cesareo in una zona naturalistica a ridosso di dune incontaminate dove l'acqua cristallina e la distanza dal centro abitato fanno dello stabilimento balneare Bonavista un oasi veramente splendida. E' dotato di un'ampia spiaggia attrezzata, con music bar ristoro annesso.",,,,,,,40.260372,17.893091,2019-07-01 00:00:00+02,3281820721,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,PORTO CESAREO,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
48,,Bonita Beach,Bonita Beach Di Fiotta Giuseppe & C. Sas,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,,,ass.asba@gmail.com,,,,,,,"struttura balneare, ideale per famiglie e giovani",,,,,,,41.37397,16.151165,2022-10-27 00:00:00+02,,,,,,,,,,,,,,,,Puglia Imperiale,,,,,,,,16,,,,,Privato coperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
49,,BUENA VENTURA,SOCIETA' NOME COLLETTIVO,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075093,Vernole,litoranea San Cataldo- Torre Specchia,,info@villaconcamarco.com,3298238670,,,www.buenaventuralido.com,,,"stabilimento balneare con servizio spiaggia e  ristorazione con specialità di mare diurna e serale Attività sportive veliche, accesso consentito ai disabili, wi fi libero Lingue parlate inglese. spagnolo, francese e tedesco",,,,,,,40.335995,18.36742,2019-07-01 00:00:00+02,3298238670,,,,,,Arredi fissi | Servizi igienici | Cucine | Balconi e terrazze,Percorsi | Parcheggi,,,,,,,,Salento,,,,,,,,16,,,Vernole,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
50,,Cacciapaglia Celidonia - La Sirenetta,CACCIAPAGLIA CELIDONIA,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074007,Fasano,Savelletri - Via degli Scavi n.3,3,angelobrescia942@libero.it,330291557,,,,,LIDO LA SIRENETTA,STABILIMENTO BALNEARE,,,,,,,40.87091,17.412703,2019-07-01 00:00:00+02,330291557,,,,,,Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi | Parcheggi,,,,,,,,Valle d'Itria e Murgia dei Trulli,,,,,,,,16,,,SAVELLETRI DI FASANO (BR),,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,carrozzine,
51,,Cala delle Sirene,Pigest s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071029,Manfredonia,LOCALITA' ACQUA DI CRISTO,,admin@africanbeachotel.com,0884581439,,,www.caladellesirene.com,,WEB MARKETING,STABILIMENTO BALNEARE CON ANNESSA DARSENA PER IMBARCAZIONI DA DIPORTO,,,,,,,41.630733,15.916511,2019-07-01 00:00:00+02,0884581439,,,,,,Porte di accesso facilmente manovrabili | Arredi fissi | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi | Pavimentazione | Parcheggi | Segnaletica,,,,,,,,Gargano e Daunia,,,,,,,,16,,,MANFREDONIA,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
52,,Cala d'Oro,Stabilimento Balneare Cala d'Oro s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Lungomare Cristoforo Colombo,241,franco.granieri@gmail.com,3397285703,,lidocaladoro@gigapec.it,,Italiano,CALA D'ORO,STABILIMENTO BALNEARE,,,,,,,,,2023-01-24 00:00:00+01,3397285703,,,telefonica,no,si,,,,Bar,Altro | Per altre esigenze specifiche,,,,,Bari e la costa,,,,,,,,16,,,BARI-S.SPIRITO,,Pubblico gratuito,Connessione WiFi gratuita,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
53,,CalaMolinella Beach -,CalaMolinella di Silvestri Michele & C sas,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,Loc. Molinella,,info@calamolinella.it,0884705755,,,www.calamolinella.it,,CalaMolinella Beach,"Lido Balneare a servizio del Villaggio Turistico CalaMolinella, ed in e lettiniad uso ppubblico con fitto di Ombrelloni",,,,,,,,,2023-09-19 00:00:00+02,0884705755,,,,,,Pavimenti non sdrucciolevoli | Servizi igienici | Pendenza rampa,Pavimentazione | Parcheggi | Segnaletica,Spazio apposito per animali,,,,,,,Gargano e Daunia,,,,,,,,16,,,Molinella,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
54,,Cala San Giovanni,Cala San Giovanni- Eredi Calderaio de Cillis srl,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072035,Polignano a Mare,Contrada San Giovanni,214A,calasangiovannisrl@gmail.com,0804241250,,,www.calasangiovanni.it,,CALA SAN GIOVANNI,Stabilimento balneare dal 19305 situato in una insenatura naturale. Offre ingressi in abbonamento e non oltre alla possibilità di sistemazione in cabine in muratura ed in tukul in legno.,,,,,,,41.013313,17.187008,2019-07-01 00:00:00+02,0804241250,,,,,,Balconi e terrazze | Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo,,,,,,,,,Bari e la costa,,,,,,,,16,,,Polignano a Mare,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
55,,CALIDOSKI,C.S. CINQUE DI CALISI A. SAS,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074004,Cellino San Marco,Via lungomare,Snc,info@calidoski.it,3315288121,,,www.calidoski.it,,Calidoski,Stabilimento balneare,,,,,,,40.539585,18.066032,2019-07-01 00:00:00+02,3315288121,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,Campo di Mare,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
56,,Camping Le Macchie,Camping Le Macchie s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074007,Fasano,Via Brandi,45,lidolemacchie@gmail.com,,,,,,,CAMPING LE MACCHIE S.R.L.,,,,,,,40.83552,17.35945,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,Valle d'Itria e Murgia dei Trulli,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
57,,Canneto 79,CANNETO 79,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,BAIA VERDE  GALLIPOLI,,info@lidobaiaverde.it,0833277233,,,www.lidobaiaverde.it,,LIDO BAIA VERDE,STABILIMENTO BALNEARE SITUATO A 1 KM DA GALLIPOLI NELLA RINOMATA LOCALITA' BAIA VERDE,,,,,,,40.057446,17.988289,2022-09-15 00:00:00+02,0833277233,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,GALLIPOLI,,Privato coperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
58,,Capitan Morgan,Puglia Holidays s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073022,Pulsano,Viale dei Micenei - Contrada La Fontana,s.n.,sereserena@virgilio.it,339 4599414,,pugliaholidays@pec.it,,,Capitan Morgan,stabilimento balneare,,,,,,,40.384583,17.35466,2022-09-20 00:00:00+02,339 4599414,,,,,,,,,,,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,Pulsano,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
59,,Centro Surf - Lido Bambù,centro surf snc,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072030,Monopoli,C.da Losciale  - Capitolo SS 379 km 9,,francesco@egnaziatour.it,,,,,,centro surf-lido bambù,"Il Centro Surf Lido Bambù è situato a °Monopoli direttamente sulla bellissima baia di sabbia di Capitolo, ormai da dieci anni è il punto di riferimento per tutti gli manti degli sport  acquatici. Fornisce una vasta area riservata al rimessaggio di attrezzatura Windsurf, Surf, Sup e Canoa.  Inoltre c'è la possibilità di usufruire dei seguenti servizi.     NOLEGGIO: E' possibile noleggiare SURF, kayak, Windsurf ,Tandem, canoe, Sup e Barca a Vela (Deriva). Tutta l'attrezzatura sportiva è marchiata Simmer Style   SCUOLA WINDSURF- SUP-SURF-LASER I corsi si svolgono da maggio a ottobre e offrono a tutti la possibilità di imparare, dai piccoli atleti di 6 anni, fino a corsi di perfezionamento freestyle.   CORRIDOIO DI LANCIO La spiaggia è fornita di un corridoio di lancio per il transito di mezzi a motore e a vela  SERVIZIO SPIAGGIA Presso la nostra struttura potrete usufruire gratuitamente dei servizi quali bagni, docce e spogliatoi, e a pagamento  di ombrelloni, sdraio , lettini.",,,,,,,40.89597,17.350868,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,Bari e la costa,,,,,,,,16,,,Monopoli-Capitolo-Losciale-,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
